17	f	მესი	["Andrés Iniesta", "Iniesta", "Andres Iniesta", "Andrés Iniesta", "ანდრეს ინიესტა"]
18	f	პირესი	["George Weah", "ჯორჯ ვეა", "George Weah", "ჯორჯ ვეა"]
21	f	ვანბასტენი	["Carlo Ancelotti", "კარლო ანჩელოტი", "Carlo Ancelotti", "კარლო ანჩელოტი"]
22	f	ვან ბასტენი	["Johan Cruyff", "Cruyff", "Johan Cruyff", "იოჰან კრუიფი"]
23	t	კრუიფი	["Johan Cruyff", "Cruyff", "Johan Cruyff", "იოჰან კრუიფი"]
1219	t	მასკერანო	["Javier Mascherano", "ხავიერ მასკერანო", "Javier Mascherano", "ხავიერ მასკერანო"]
1469	f	ტურე	["Sol Campbell", "Campbell", "სოლ კემპბელი", "Sol Campbell", "სოლ კემპბელი"]
1474	f	კანი	["Lothar Matthäus", "ლოტარ მათეუსი", "Lothar Matthäus", "ლოტარ მათეუსი"]
1480	f	ფერდინანდი	["Paul Scholes", "პოლ სქოულზი", "Paul Scholes", "პოლ სქოულზი"]
25	f	ჩელსი	["Didier Drogba", "Drogba", "დიდიე დროგბა", "Didier Drogba", "დიდიე დროგბა"]
32	f	ნოიერი	["Thomas Müller", "თომას მიულერი", "Thomas Müller", "თომას მიულერი"]
1220	f	პუშკაში	["Predrag Mijatović", "Predrag Mijatovic", "Mijatović", "Mijatovic", "Predrag Mijatović", "პრედრაგ მიატოვიჩი"]
1226	f	Xabi	["Marcos Senna", "მარკოს სენა", "Marcos Senna", "მარკოს სენა"]
1228	f	კომპანი	["Nigel de Jong", "ნაიჯელ დე იონგი", "Nigel de Jong", "ნაიჯელ დე იონგი"]
1472	t	დისტეფანო	["Alfredo Di Stéfano", "Di Stéfano", "Alfredo di Stefano", "Di Stefano", "ალფრედო დი სტეფანო", "Alfredo Di Stéfano", "ალფრედო დი სტეფანო"]
26	t	ინიესტა	["Andrés Iniesta", "Iniesta", "Andrés Iniesta", "ანდრეს ინიესტა"]
27	f	Bob	["Peter Beardsley", "Beardsley", "პიტერ ბირდსლი", "Peter Beardsley", "პიტერ ბირდსლი"]
1221	f	პუშკაში	["Predrag Mijatović", "Predrag Mijatovic", "Mijatović", "Mijatovic", "Predrag Mijatović", "პრედრაგ მიატოვიჩი"]
1224	f	ფალკაო	["David Trezeguet", "დავიდ ტრეზეგე", "David Trezeguet", "დავიდ ტრეზეგე"]
1225	f	ბაჯო	["David Trezeguet", "დავიდ ტრეზეგე", "David Trezeguet", "დავიდ ტრეზეგე"]
2009	f	Carlos	["Ronaldo Nazário", "Ronaldo", "Ronaldo Nazario", "Ronaldo Luís Nazário de Lima", "რონალდო ნაზარიო", "Ronaldo Nazário", "რონალდო ნაზარიო"]
29	f	ვანბასტენი	["Marco van Basten", "van Basten", "მარკო ვან ბასტენი", "Marco van Basten", "მარკო ვან ბასტენი"]
30	f	დეკუ	["Simao", "Simão Sabrosa", "სიმაუ", "Simao", "სიმაუ"]
31	f	ნოიერი	["Thomas Müller", "თომას მიულერი", "Thomas Müller", "თომას მიულერი"]
33	f	ვერონი	["Gabriel Milito", "გაბრიელ მილიტო", "Gabriel Milito", "გაბრიელ მილიტო"]
39	f	ჰოიდონკი	["Robin van Persie", "რობინ ვან პერსი", "Robin van Persie", "რობინ ვან პერსი"]
34	f	დესაი	["Jean-Pierre Papin", "JPP", "ჟან-პიერ პაპენი", "Jean-Pierre Papin", "ჟან-პიერ პაპენი"]
42	f	ვიტოლო	["Diego Costa", "დიეგო კოსტა", "Diego Costa", "დიეგო კოსტა"]
1222	f	პასტორე	["Gabriel Heinze", "გაბრიელ ჰაინცე", "Gabriel Heinze", "გაბრიელ ჰაინცე"]
1473	f	ეფენბერგი	["Lothar Matthäus", "ლოტარ მათეუსი", "Lothar Matthäus", "ლოტარ მათეუსი"]
1485	f	ნეიმარი	["Thiago Silva", "ტიაგო სილვა", "Thiago Silva", "ტიაგო სილვა"]
35	f	ვეა	["Jean-Pierre Papin", "JPP", "ჟან-პიერ პაპენი", "Jean-Pierre Papin", "ჟან-პიერ პაპენი"]
36	f	david villa	["Pedro", "Pedro Rodríguez", "პედრო", "Pedro", "პედრო"]
37	f	დი სტეფანო	["Eusébio", "Eusebio", "Eusébio da Silva Ferreira", "Eusébio", "ეუსებიო"]
38	f	stoichkov	["Preben Elkjaer", "Elkjaer", "Preben Elkjær", "Elkjær", "Preben Elkjaer", "პრებენ ელკიაერი"]
40	f	Soljkaer	["Peter Schmeichel", "Schmeichel", "The Great Dane", "პეტერ შმეიხელი", "Peter Schmeichel", "პეტერ შმეიხელი"]
41	f	ბუტრაგენიო	["Alfredo Di Stéfano", "Di Stefano", "ალფრედო დი სტეფანო", "Alfredo Di Stéfano", "ალფრედო დი სტეფანო"]
43	f	საულ ნიგეზი	["Diego Costa", "დიეგო კოსტა", "Diego Costa", "დიეგო კოსტა"]
44	f	ლევანდოვსკი	["Mario Gómez", "მარიო გომესი", "Mario Gómez", "მარიო გომესი"]
50	f	კარვახალი	["Toni Kroos", "Kroos", "ტონი კროოსი", "Toni Kroos", "ტონი კროოსი"]
1223	f	Bob	["Denis Law", "დენის ლოუ", "Denis Law", "დენის ლოუ"]
45	f	David luiz	["Alex", "Alex Rodrigo Dias da Costa", "ალექსი", "Alex", "ალექსი"]
51	f	კარვახალი	["Toni Kroos", "Kroos", "ტონი კროოსი", "Toni Kroos", "ტონი კროოსი"]
1227	f	arveladze	["Ronaldo", "Ronaldo Nazario", "რონალდო", "Ronaldo", "რონალდო"]
1476	f	vila	["Alvaro Negredo", "ალვარო ნეგრედო", "Alvaro Negredo", "ალვარო ნეგრედო"]
1479	f	ოუვენი	["Paul Scholes", "პოლ სქოულზი", "Paul Scholes", "პოლ სქოულზი"]
46	f	David luiz	["Alex", "Alex Rodrigo Dias da Costa", "ალექსი", "Alex", "ალექსი"]
47	f	აა	["Juan Sebastian Veron", "ხუან სებასტიან ვერონი", "Juan Sebastian Veron", "ხუან სებასტიან ვერონი"]
48	f	ზიდანი	["Michel Platini", "Platini", "Michel Platini", "მიშელ პლატინი"]
49	f	მალდინი	["Franco Baresi", "Baresi", "Franco Baresi", "ფრანკო ბარეზი"]
52	f	შურკე	["Toni Kroos", "ტონი კროოსი", "Toni Kroos", "ტონი კროოსი"]
53	f	სოლანკე	["Phil Foden", "ფილ ფოდენი", "Phil Foden", "ფილ ფოდენი"]
54	f	რუნი	["James Milner", "ჯეიმს მილნერი", "James Milner", "ჯეიმს მილნერი"]
55	f	რაული	["Guti", "Guti Haz", "José María Gutiérrez", "გუტი", "Guti", "გუტი"]
56	f	კონსეისაუ	["Nuno Gomes", "ნუნუ გომეში", "Nuno Gomes", "ნუნუ გომეში"]
57	f	კლოსწ	["Miroslav Klose", "მიროსლავ კლოზე", "Miroslav Klose", "მიროსლავ კლოზე"]
58	t	იმობილე	["Ciro Immobile", "Immobile", "ჩირო იმობილე", "Ciro Immobile", "ჩირო იმობილე"]
59	f	პირესი	["Emmanuel Adebayor", "ემანუელ ადებაიორი", "Emmanuel Adebayor", "ემანუელ ადებაიორი"]
1229	t	ინიესტა	["Andrés Iniesta", "Iniesta", "Andres Iniesta", "Andrés Iniesta", "ანდრეს ინიესტა"]
1247	t	pavard	["Benjamin Pavard", "ბენჟამენ პავარი", "Benjamin Pavard", "ბენჟამენ პავარი"]
1784	f	ტრეზეგე	["Thierry Henry", "Henry", "Thierry Henry", "ტიერი ანრი"]
60	f	რაული	["Guti", "Guti Haz", "José María Gutiérrez", "გუტი", "Guti", "გუტი"]
61	f	ჰიერო	["Fernando Hierro", "Hierro", "ფერნანდო იერო", "Fernando Hierro", "ფერნანდო იერო"]
62	f	ბაჯპ	["Roberto Baggio", "რობერტო ბაჯო", "Roberto Baggio", "რობერტო ბაჯო"]
63	f	hamsik	["Alessandro Nesta", "Nesta", "ალესანდრო ნესტა", "Alessandro Nesta", "ალესანდრო ნესტა"]
80	f	მასტანტუონო	["Sergio Agüero", "Aguero", "Kun Aguero", "სერხიო აგუერო", "Sergio Agüero", "სერხიო აგუერო"]
64	f	ბრაუნი	["Denis Irwin", "დენის ირვინი", "Denis Irwin", "დენის ირვინი"]
65	f	ხესუს ნავასი	["Dani Alves", "Daniel Alves", "დანი ალვესი", "Dani Alves", "დანი ალვესი"]
66	t	ბერკამპი	["Dennis Bergkamp", "დენის ბერგკამპი", "Dennis Bergkamp", "დენის ბერგკამპი"]
77	f	პიოლი	["Gabriele Oriali", "Oriali", "Lele Oriali", "Gabriele Oriali", "გაბრიელე ორიალი"]
83	f	ოლისე	["Erling Haaland", "ერლინგ ჰოლანდი", "Erling Haaland", "ერლინგ ჰოლანდი"]
67	f	რეინა	["Christian Pulisic", "კრისტიან პულისიჩი", "Christian Pulisic", "კრისტიან პულისიჩი"]
1230	f	დესაი	["Didier Deschamps", "დიდიე დეშამი", "Didier Deschamps", "დიდიე დეშამი"]
1477	f	ხავი მარტინესი	["Lucas Hernandez", "ლუკას ერნანდესი", "Lucas Hernandez", "ლუკას ერნანდესი"]
1489	t	სილვა	["Bernardo Silva", "Bernardo", "ბერნარდუ სილვა", "Bernardo Silva", "ბერნარდუ სილვა"]
1604	f	კრუიფი	["Ruud Krol", "რუდ კროლი", "Ruud Krol", "რუდ კროლი"]
68	f	ჯორჯკაეფი	["Just Fontaine", "Fontaine", "ჟიუსტ ფონტენი", "Just Fontaine", "ჟიუსტ ფონტენი"]
69	f	lukaku	["Vincent Kompany", "Kompany", "Vincent Kompany", "ვინსენტ კომპანი"]
71	f	merachemiklevici	["Dejan Stankovic", "დეიან სტანკოვიჩი", "Dejan Stankovic", "დეიან სტანკოვიჩი"]
72	f	ნუნუ	["Pauleta", "Pedro Pauleta", "პაულეტა", "Pauleta", "პაულეტა"]
73	f	ლამპარდი	["Wayne Bridge", "უეინ ბრიჯი", "Wayne Bridge", "უეინ ბრიჯი"]
70	t	ვილია	["David Villa", "დავიდ ვილია", "David Villa", "დავიდ ვილია"]
74	f	Weah	["Youri Djorkaeff", "იური ჯორკაეფი", "Youri Djorkaeff", "იური ჯორკაეფი"]
75	f	ზენდენი	["Dirk Kuyt", "Dirk Kuijt", "დირკ კუიტი", "Dirk Kuyt", "დირკ კუიტი"]
76	t	Fanregad	["Cesc Fàbregas", "Fabregas", "სესკ ფაბრეგასი", "Cesc Fàbregas", "სესკ ფაბრეგასი"]
78	f	რონალდო	["Patrick Kluivert", "პატრიკ კლუივერტი", "Patrick Kluivert", "პატრიკ კლუივერტი"]
79	t	ბელეტი	["Juliano Belletti", "ჟულიანო ბელეტი", "Juliano Belletti", "ჟულიანო ბელეტი"]
81	t	ჰალანდი	["Erling Haaland", "ერლინგ ჰოლანდი", "Erling Haaland", "ერლინგ ჰოლანდი"]
82	f	კუმანი	["Frank Rijkaard", "ფრანკ რაიკაარდი", "Frank Rijkaard", "ფრანკ რაიკაარდი"]
1231	f	ლევანდოვსკი	["Luka Jović", "ლუკა იოვიჩი", "Luka Jović", "ლუკა იოვიჩი"]
1235	f	ვირჯილ	["Luis Suarez", "ლუის სუარესი", "Luis Suarez", "ლუის სუარესი"]
84	f	ნანი	["Pauleta", "Pedro Pauleta", "პაულეტა", "Pauleta", "პაულეტა"]
92	f	კეინი	["Erling Haaland", "ერლინგ ჰოლანდი", "Erling Haaland", "ერლინგ ჰოლანდი"]
1232	f	ბუფონი	["Juan Sebastian Veron", "ხუან სებასტიან ვერონი", "Juan Sebastian Veron", "ხუან სებასტიან ვერონი"]
1481	t	ჩარლტონი	["Bobby Charlton", "ბობი ჩარლტონი", "Bobby Charlton", "ბობი ჩარლტონი"]
1487	f	პიცი	["Roberto Donadoni", "რობერტო დონადონი", "Roberto Donadoni", "რობერტო დონადონი"]
86	f	დელპიერპ	["Alessandro Del Piero", "ალესანდრო დელ პიერო", "Alessandro Del Piero", "ალესანდრო დელ პიერო"]
87	f	ჰალანდი	["Lars Ricken", "Ricken", "Lars Ricken", "ლარს რიკენი"]
1233	t	კონტე	["Antonio Conte", "ანტონიო კონტე", "Antonio Conte", "ანტონიო კონტე"]
1257	f	სესკ	["Aaron Ramsey", "აარონ რემზი", "Aaron Ramsey", "აარონ რემზი"]
1261	f	fontaine	["Miroslav Klose", "Klose", "მიროსლავ კლოზე", "Miroslav Klose", "მიროსლავ კლოზე"]
88	f	რამირესი	["Didier Drogba", "Drogba", "დიდიე დროგბა", "Didier Drogba", "დიდიე დროგბა"]
89	f	კროოსი	["Mario Götze", "Götze", "Mario Gotze", "Gotze", "Mario Götze", "მარიო გიოტცე"]
90	f	Oskari	["Joe Cole", "ჯო კოული", "Joe Cole", "ჯო კოული"]
1234	f	პირლი	["Franco Baresi", "Baresi", "Franco Baresi", "ფრანკო ბარეზი"]
1484	f	ადამსი	["Patrick Vieira", "პატრიკ ვიეირა", "Patrick Vieira", "პატრიკ ვიეირა"]
91	f	Koscielny	["William Gallas", "უილიამ გალასი", "William Gallas", "უილიამ გალასი"]
93	f	ალი	["Marcus Rashford", "მარკუს რაშფორდი", "Marcus Rashford", "მარკუს რაშფორდი"]
94	t	გულიტი	["Ruud Gullit", "Gullit", "Ruud Gullit", "რუდ გულიტი"]
95	f	Iniesta	["Xavi Hernández", "Xavi", "ჩავი ერნანდესი", "Xavi Hernández", "ჩავი ერნანდესი"]
101	f	ჰოსტი	["Ronald de Boer", "რონალდ დე ბური", "Ronald de Boer", "რონალდ დე ბური"]
96	f	Raul	["Emilio Butragueño", "Butragueño", "Butragueno", "Emilio Butragueno", "Emilio Butragueño", "ემილიო ბუტრაგენიო"]
97	f	პლატინი	["Thierry Henry", "Henry", "Thierry Henry", "ტიერი ანრი"]
98	t	რობენი	["Arjen Robben", "არიენ რობენი", "Arjen Robben", "არიენ რობენი"]
99	t	ზიდანი	["Zinedine Zidane", "Zidane", "Zinedine Zidane", "ზინედინ ზიდანი"]
100	f	ო	["Peter Shilton", "პიტერ შილტონი", "Peter Shilton", "პიტერ შილტონი"]
102	f	Zidane	["Michel Platini", "მიშელ პლატინი", "Michel Platini", "მიშელ პლატინი"]
103	f	Higuain	["Pablo Aimar", "პაბლო აიმარი", "Pablo Aimar", "პაბლო აიმარი"]
106	t	მაქსველი	["Maxwell", "Maxwell Scherrer Cabelino Andrade", "მაქსველი", "Maxwell", "მაქსველი"]
1236	f	Rummenigge	["Gerd Müller", "გერდ მიულერი", "Gerd Müller", "გერდ მიულერი"]
1242	f	დუგლას	["Philippe Coutinho", "Coutinho", "ფილიპე კოუტინიო", "Philippe Coutinho", "ფილიპე კოუტინიო"]
104	f	ლიტმანენი	["Zlatan Ibrahimovic", "ზლატან იბრაჰიმოვიჩი", "Zlatan Ibrahimovic", "ზლატან იბრაჰიმოვიჩი"]
105	f	სანჩესი	["Kylian Mbappé", "Mbappe", "კილიან მბაპე", "Kylian Mbappé", "კილიან მბაპე"]
107	f	ბურკი	["Gregor Kobel", "გრეგორ კობელი", "Gregor Kobel", "გრეგორ კობელი"]
108	f	მბაპე	["Thierry Henry", "Henry", "Thierry Henry", "ტიერი ანრი"]
109	f	დანილო	["Alex Sandro", "ალექს სანდრო", "Alex Sandro", "ალექს სანდრო"]
110	f	დელპიერო	["Alessandro Del Piero", "ალესანდრო დელ პიერო", "Alessandro Del Piero", "ალესანდრო დელ პიერო"]
111	f	გულიტი	["Clarence Seedorf", "Seedorf", "Clarence Seedorf", "კლარენს ზედორფი"]
112	f	დიუგარი	["Sylvain Wiltord", "სილვენ ვილტორი", "Sylvain Wiltord", "სილვენ ვილტორი"]
113	f	პეტი	["Luis Fernandez", "Fernandez", "ლუის ფერნანდესი", "Luis Fernandez", "ლუის ფერნანდესი"]
114	f	ალბერტო	["Zico", "Arthur Antunes Coimbra", "ზიკო", "Zico", "ზიკო"]
115	f	baggio	["Daniele De Rossi", "დანიელე დე როსი", "Daniele De Rossi", "დანიელე დე როსი"]
116	f	ფალკაო	["Nene", "ნენე", "Nene", "ნენე"]
117	t	რონალდუ	["Cristiano Ronaldo", "კრიშტიანუ რონალდუ", "Cristiano Ronaldo", "კრიშტიანუ რონალდუ"]
118	f	zlatan	["Steven Gerrard", "Gerrard", "Stevie G", "სტივენ ჯერარდი", "Steven Gerrard", "სტივენ ჯერარდი"]
126	f	დე ბრუინი	["Bas Dost", "ბას დოსტი", "Bas Dost", "ბას დოსტი"]
119	f	ფიგუ	["Rui Costa", "Costa", "Manuel Rui Costa", "რუი კოშტა", "Rui Costa", "რუი კოშტა"]
120	f	raul	["Iker Casillas", "Casillas", "Iker Casillas", "იკერ კასილასი"]
121	f	მარტინესი	["David Trezeguet", "Trezeguet", "დავიდ ტრეზეგე", "David Trezeguet", "დავიდ ტრეზეგე"]
124	f	ეუსებიო	["Vitor Baia", "ვიტორ ბაია", "Vitor Baia", "ვიტორ ბაია"]
131	f	გაკპო	["Denzel Dumfries", "დენზელ დუმფრისი", "Denzel Dumfries", "დენზელ დუმფრისი"]
122	t	shevcenko	["Andriy Shevchenko", "Shevchenko", "ანდრეი შევჩენკო", "Andriy Shevchenko", "ანდრეი შევჩენკო"]
123	f	ბაჯო	["Paolo Rossi", "Rossi", "პაოლო როსი", "Paolo Rossi", "პაოლო როსი"]
125	t	მორატა	["Álvaro Morata", "Morata", "ალვარო მორატა", "Álvaro Morata", "ალვარო მორატა"]
127	f	ჯსბე	["Nabil Fekir", "ნაბილ ფეკირი", "Nabil Fekir", "ნაბილ ფეკირი"]
235	f	სუჩიჩი	["Davor Šuker", "Davor Suker", "Šuker", "Suker", "დავორ შუკერი", "Davor Šuker", "დავორ შუკერი"]
128	f	ლევანდოვსკი	["Adi Preissler", "ადი პრაისლერი", "Adi Preissler", "ადი პრაისლერი"]
1237	f	ანრი	["Marcel Desailly", "მარსელ დესაი", "Marcel Desailly", "მარსელ დესაი"]
1240	f	ნაჩო	["Dani Carvajal", "Carvajal", "დანი კარვახალი", "Dani Carvajal", "დანი კარვახალი"]
1244	f	ალონსო	["Ze Roberto", "ზე რობერტო", "Ze Roberto", "ზე რობერტო"]
1246	f	Messi	["Jordi Alba", "ჟორდი ალბა", "Jordi Alba", "ჟორდი ალბა"]
129	f	ჰაჯი	["Helmut Duckadam", "Helmuth Duckadam", "Duckadam", "Helmut Duckadam", "ჰელმუტ დუკადამი"]
130	f	ჰაჯი	["Helmut Duckadam", "Helmuth Duckadam", "Duckadam", "Helmut Duckadam", "ჰელმუტ დუკადამი"]
136	f	გიოტცე	["Mats Hummels", "მატს ჰუმელსი", "Mats Hummels", "მატს ჰუმელსი"]
1238	f	დეშამი	["Marcel Desailly", "მარსელ დესაი", "Marcel Desailly", "მარსელ დესაი"]
1239	t	კაკა	["Kaka", "Ricardo Izecson dos Santos Leite", "კაკა", "Kaka", "კაკა"]
132	f	კლოზე	["Zbigniew Boniek", "Boniek", "Zbigniew Boniek", "ზბიგნევ ბონიეკი"]
1241	f	რიკელმე	["Diego Maradona", "დიეგო მარადონა", "Diego Maradona", "დიეგო მარადონა"]
1488	f	ჰაინკესი	["Ze Roberto", "ზე რობერტო", "Ze Roberto", "ზე რობერტო"]
1498	f	მაკალისტერი	["Luis Diaz", "ლუის დიასი", "Luis Diaz", "ლუის დიასი"]
1508	f	ბობანი	["Dejan Savićević", "Dejan Savicevic", "Savićević", "Savicevic", "Dejan Savićević", "დეიან სავიჩევიჩი"]
133	f	მარადონა	["Francesco Totti", "Totti", "ფრანჩესკო ტოტი", "Francesco Totti", "ფრანჩესკო ტოტი"]
134	f	სკილაჩი	["Zbigniew Boniek", "Boniek", "Zbigniew Boniek", "ზბიგნევ ბონიეკი"]
135	f	ჩავი	["Marcos Senna", "მარკოს სენა", "Marcos Senna", "მარკოს სენა"]
137	f	ბერგომი	["Gaetano Scirea", "გაეტანო შირეა", "Gaetano Scirea", "გაეტანო შირეა"]
138	f	სქოულზი	["Nicky Butt", "ნიკი ბატი", "Nicky Butt", "ნიკი ბატი"]
139	f	Messi	["Neymar", "Neymar Jr", "ნეიმარი", "Neymar", "ნეიმარი"]
140	t	კრუიფი	["Johan Cruyff", "Cruyff", "Johan Cruyff", "იოჰან კრუიფი"]
141	f	ლამპარდი	["Wayne Rooney", "უეინ რუნი", "Wayne Rooney", "უეინ რუნი"]
142	f	ლესკოტი	["Micah Richards", "მაიკა რიჩარდსი", "Micah Richards", "მაიკა რიჩარდსი"]
143	f	შევჩენკო	["George Weah", "ჯორჯ ვეა", "George Weah", "ჯორჯ ვეა"]
3709	t	Miatovoc	["Predrag Mijatović", "Mijatović", "Predrag Mijatovic", "Mijatovic", "Predrag Mijatović", "პრედრაგ მიხატოვიჩი"]
144	f	როსი	["Sandro Mazzola", "სანდრო მაცოლა", "Sandro Mazzola", "სანდრო მაცოლა"]
145	f	ლევანდოვსკი	["Klaus Fischer", "კლაუს ფიშერი", "Klaus Fischer", "კლაუს ფიშერი"]
146	f	Kafu	["Cafu", "კაფუ", "Cafu", "კაფუ"]
147	t	Dante	["Dante", "Dante Bonfim Costa Santos", "დანტე", "Dante", "დანტე"]
148	f	Lucho gonsales	["Mamadou Niang", "მამადუ ნიანგი", "Mamadou Niang", "მამადუ ნიანგი"]
6031	f	ანრი	["Zinedine Zidane", "Zidane", "Zizou", "ზინედინ ზიდანი", "Zinedine Zidane", "ზინედინ ზიდანი"]
149	f	ფაბრეგასი	["Jack Wilshere", "ჯეკ უილშირი", "Jack Wilshere", "ჯეკ უილშირი"]
150	t	Zuma	["Kurt Zouma", "კურტ ზუმა", "Kurt Zouma", "კურტ ზუმა"]
151	f	დე ბური	["Michael Reiziger", "მიხაელ რაიციგერი", "Michael Reiziger", "მიხაელ რაიციგერი"]
152	f	გერდ	["Karl-Heinz Rummenigge", "კარლ-ჰაინც რუმენიგე", "Karl-Heinz Rummenigge", "კარლ-ჰაინც რუმენიგე"]
156	f	რიკელმე	["Radamel Falcao", "რადამელ ფალკაო", "Radamel Falcao", "რადამელ ფალკაო"]
153	f	ჟირუ	["Yoann Gourcuff", "იოან გურკუფი", "Yoann Gourcuff", "იოან გურკუფი"]
154	f	დი მარია	["Enzo Fernández", "Fernandez", "ენცო ფერნანდესი", "Enzo Fernández", "ენცო ფერნანდესი"]
161	t	დი სტეფანო	["Alfredo Di Stefano", "ალფრედო დი სტეფანო", "Alfredo Di Stefano", "ალფრედო დი სტეფანო"]
1243	f	dimaria	["Angel Di Maria", "ანხელ დი მარია", "Angel Di Maria", "ანხელ დი მარია"]
1599	f	ფერდინანდი	["Bryan Robson", "ბრაიან რობსონი", "Bryan Robson", "ბრაიან რობსონი"]
155	f	მბაპე	["Enzo Fernández", "Fernandez", "ენცო ფერნანდესი", "Enzo Fernández", "ენცო ფერნანდესი"]
157	f	Muri	["Geoff Hurst", "Sir Geoff Hurst", "Hurst", "ჯეფ ჰერსტი", "Geoff Hurst", "ჯეფ ჰერსტი"]
158	f	ეუსებიო	["Éder", "Ederzito", "ედერი", "Éder", "ედერი"]
159	f	ანრი	["Nicolas Anelka", "Anelka", "ნიკოლა ანელკა", "Nicolas Anelka", "ნიკოლა ანელკა"]
776	f	Puskas	["Alfredo Di Stéfano", "Di Stéfano", "Alfredo di Stefano", "Di Stefano", "ალფრედო დი სტეფანო", "Alfredo Di Stéfano", "ალფრედო დი სტეფანო"]
160	f	ვენგერი	["Thierry Henry", "ტიერი ანრი", "Thierry Henry", "ტიერი ანრი"]
1245	f	რუნი	["Ryan Giggs", "Giggs", "Giggsy", "რაიან გიგზი", "Ryan Giggs", "რაიან გიგზი"]
1490	t	კოლო	["Randal Kolo Muani", "რანდალ კოლო მუანი", "Randal Kolo Muani", "რანდალ კოლო მუანი"]
1582	f	რაული	["Fernando Torres", "ფერნანდო ტორესი", "Fernando Torres", "ფერნანდო ტორესი"]
1606	f	კოლაროვი	["Edin Dzeko", "ედინ ჯეკო", "Edin Dzeko", "ედინ ჯეკო"]
162	f	დელ პიერო	["Francesco Totti", "Totti", "ფრანჩესკო ტოტი", "Francesco Totti", "ფრანჩესკო ტოტი"]
163	f	დიდიე დეშამი	["Paulo Sousa", "Sousa", "Paulo Manuel Carvalho de Sousa", "Paulo Sousa", "პაულუ სოუზა"]
1248	f	simeone	["Helenio Herrera", "Herrera", "Il Mago", "ელენიო ერერა", "Helenio Herrera", "ელენიო ერერა"]
1256	f	სულე	["Niklas Sule", "ნიკლას ზიულე", "Niklas Sule", "ნიკლას ზიულე"]
2010	f	რონალდო	["Vinícius Júnior", "Vini Jr", "Vinicius", "ვინისიუს ჟუნიორი", "Vinícius Júnior", "ვინისიუს ჟუნიორი"]
164	t	ვერატი	["Marco Verratti", "მარკო ვერატი", "Marco Verratti", "მარკო ვერატი"]
165	f	კრესპო	["Jimmy Floyd Hasselbaink", "ჯიმი ფლოიდ ჰასელბაინკი", "Jimmy Floyd Hasselbaink", "ჯიმი ფლოიდ ჰასელბაინკი"]
166	t	კრუიფი	["Johan Cruyff", "იოჰან კრუიფი", "Johan Cruyff", "იოჰან კრუიფი"]
167	f	იაია ტურე	["Wayne Bridge", "უეინ ბრიჯი", "Wayne Bridge", "უეინ ბრიჯი"]
